,N,Rooms,Price,Totsp,Livesp,Kitsp,Dist,Metrdist,Walk,Brick,Tel,Bal,Floor,Nfloors,New,District
5144,149952213,1,6139770.0,36.3,15.1,8.8,6.33,3,0,1.0,0.0,1.0,4,23,1.0,75.0
5145,150418434,1,6199000.0,34.0,10,19,6.73,16,1,0.0,1.0,1.0,6,12,0.0,75.0
5146,150421647,1,6249460.0,36.4,15.1,9.9,6.33,3,0,1.0,0.0,1.0,14,23,1.0,75.0
5147,146767957,2,6300000.0,45.0,27,6,4.17,7,1,0.0,0.0,1.0,5,5,0.0,75.0
5148,149889922,1,6299987.0,34.9,15.7,9.1,6.33,3,0,1.0,0.0,1.0,7,23,1.0,75.0
5149,41945460,1,6493000.0,37.8,16.0,9.8,6.33,3,0,1.0,0.0,1.0,3,23,1.0,75.0
5150,150638654,1,6500000.0,33.0,20,10,6.73,12,1,0.0,0.0,1.0,5,12,0.0,75.0
5151,148306509,1,6600000.0,32.0,20,,5.94,10,1,0.0,0.0,0.0,4,5,0.0,75.0
5152,148442591,студия в ЖК«Символ»,6695000.0,32.1,23.9,,5.74,7,1,1.0,0.0,0.0,6,8,1.0,75.0
5153,149130958,1,6700000.0,38.0,20,9,5.99,10,1,0.0,0.0,1.0,16,16,0.0,75.0
5154,148214966,2,6800000.0,40.0,26,7,6.54,6,1,0.0,0.0,1.0,8,9,0.0,75.0
5155,148898509,1,6923070.0,41.6,16.5,13.2,6.33,3,0,1.0,0.0,1.0,4,23,1.0,75.0
5156,148442589,студия в ЖК«Символ»,4460000.0,28.4,16.5,,5.74,7,1,1.0,0.0,0.0,5,10,1.0,75.0
5157,149552395,1,7290675.0,46.3,17.2,13.6,6.17,,,0.0,0.0,0.0,3,                ,1.0,75.0
5158,147934163,2,7427490.0,47.5,36.7,,6.33,3,0,1.0,0.0,1.0,2,23,1.0,75.0
5159,41942970,1,7266465.0,42.9,17.9,14.5,6.33,3,0,1.0,0.0,1.0,2,23,1.0,75.0
5160,150748188,2,7290000.0,44.0,29.6,7,7.06,11,1,0.0,0.0,1.0,6,6,0.0,75.0
5161,150441133,1,7300000.0,40.0,18,9,6.13,15,1,0.0,0.0,1.0,9,14,0.0,75.0
5162,147904676,2,7522410.0,47.5,36.7,,6.33,3,0,1.0,0.0,1.0,3,23,1.0,75.0
5163,147944555,2,7549740.0,44.3,34.9,,6.33,3,0,1.0,0.0,1.0,2,23,1.0,75.0
5164,147904626,2,7692025.0,45.7,29.2,8.2,6.33,3,0,1.0,0.0,1.0,3,23,1.0,75.0
5165,148967424,2,8009104.0,47.6,37.9,,6.33,3,0,1.0,0.0,1.0,18,23,1.0,75.0
5166,148686090,2,8021790.0,49.0,38.1,,6.33,3,0,1.0,0.0,1.0,5,23,1.0,75.0
5167,147904643,2,8128730.0,50.9,40.6,,6.33,3,0,1.0,0.0,1.0,18,23,1.0,75.0
5168,148183199,1,8199000.0,40.0,20,9,5.23,22,1,0.0,1.0,1.0,9,12,0.0,75.0
5169,150597904,1,8300000.0,38.0,18,14,6.17,15,0,1.0,0.0,1.0,14,17,1.0,75.0
5170,148420348,1,8491000.0,43.0,18.4,19.3,5.74,7,1,1.0,0.0,1.0,6,12,1.0,75.0
5171,149442036,2,8509500.0,54.9,28.7,10.9,4.73,7,1,1.0,0.0,0.0,2,10,1.0,75.0
5172,150870768,2,8600000.0,43.0,27,5.5,6.74,15,1,0.0,1.0,1.0,5,5,0.0,75.0
5173,149241141,2,8700000.0,50.0,27,8,6.02,14,1,0.0,0.0,1.0,3,7,0.0,75.0
5174,149863448,3,8800000.0,56.6,41,5.5,6.69,23,1,1.0,1.0,1.0,3,5,0.0,75.0
5175,150569403,2,9000000.0,51.0,31.2,9.7,7.01,15,1,0.0,1.0,1.0,14,16,0.0,75.0
5176,49771073,3,9000000.0,64.0,45,6,5.62,15,1,0.0,0.0,0.0,1,4,0.0,75.0
5177,149157156,3,9100000.0,56.3,38.9,6,6.99,11,1,1.0,0.0,1.0,3,5,0.0,75.0
5178,150638619,1,9200000.0,39.0,21,9,4.18,7,1,0.0,0.0,0.0,2,9,0.0,75.0
5179,149552398,1,9237915.0,50.1,19.8,15,6.17,,,0.0,0.0,0.0,18,                ,1.0,75.0
5180,150337009,2,9276750.0,53.0,27.1,13.0,6.33,3,0,1.0,0.0,1.0,2,23,1.0,75.0
5181,150585919,2,9300000.0,52.0,30,9,4.26,7,1,0.0,1.0,0.0,2,14,0.0,75.0
5182,149118187,2,9400000.0,50.0,32,9.3,6.78,15,1,0.0,1.0,1.0,12,12,0.0,75.0
5183,148804915,2,9410050.0,60.7,34.5,12.0,6.33,3,0,1.0,0.0,1.0,3,23,1.0,75.0
5184,148442589,студия в ЖК«Символ»,4460000.0,28.4,16.5,,5.74,7,1,1.0,0.0,0.0,5,10,1.0,75.0
5185,149552395,1,7290675.0,46.3,17.2,13.6,6.17,,,0.0,0.0,0.0,3,                ,1.0,75.0
5186,150493293,1,7400000.0,36.4,15.9,,6.17,5,0,1.0,0.0,0.0,13,17,1.0,75.0
5187,149552402,1,9425241.0,55.4,22.1,17.5,6.17,,,0.0,0.0,0.0,15,                ,1.0,75.0
5188,149552405,1,9438525.0,59.3,25.9,18.4,6.17,,,0.0,0.0,0.0,9,                ,1.0,75.0
5189,149552400,1,9551970.0,50.3,19.8,15,6.17,,,0.0,0.0,0.0,21,                ,1.0,75.0
5190,149682346,3,9900000.0,66.0,44,8,6.76,10,1,0.0,0.0,0.0,4,16,0.0,75.0
5191,150493994,1,10300000.0,42.6,16.3,,6.17,5,0,1.0,0.0,0.0,14,17,1.0,75.0
5192,150713536,4,10300000.0,75.0,58,7,6.91,10,0,1.0,1.0,0.0,3,5,0.0,75.0
5193,12600067,2,10500000.0,50.7,31,7,5.61,15,1,1.0,1.0,1.0,3,7,0.0,75.0
5194,147491051,3,10500000.0,82.8,54.5,9.1,6.82,2,1,0.0,0.0,0.0,4,5,0.0,75.0
5195,150200847,2,10617500.0,69.0,35,9.6,4.73,6,1,1.0,0.0,0.0,2,10,1.0,75.0
5196,150493300,1,10649957.0,48.3,17.5,,6.17,5,0,1.0,0.0,0.0,17,17,1.0,75.0
5197,148941727,3,10750000.0,78.0,52,9,6.81,20,1,0.0,0.0,0.0,4,5,0.0,75.0
5198,148399188,3,10800000.0,68.0,46,8.5,4.6,10,1,0.0,0.0,1.0,2,16,0.0,75.0
5199,149791955,2,10847188.0,62.4,33.5,13.4,6.33,3,0,1.0,0.0,1.0,20,23,1.0,75.0
5200,150638440,2,10900000.0,53.0,30,8,4.59,5,1,1.0,0.0,0.0,4,5,0.0,75.0
5201,21223145,2,10900000.0,61.0,36,10,7.13,2,1,0.0,0.0,0.0,2,8,0.0,75.0
5202,41946342,2,10914190.0,67.8,37.8,12.8,6.33,3,0,1.0,0.0,1.0,2,23,1.0,75.0
5203,148420227,1,10990000.0,52.2,20.6,17.1,6.17,20,1,1.0,0.0,1.0,8,17,1.0,75.0
5204,149944898,2,11000000.0,50.5,28.3,11,4.44,8,1,0.0,1.0,1.0,13,16,0.0,75.0
5205,149952210,3,11143440.0,66.3,50.8,,6.33,3,0,1.0,0.0,1.0,2,23,1.0,75.0
5206,150638473,3,11300000.0,60.0,42,11,7.03,2,1,1.0,0.0,0.0,5,6,0.0,75.0
5207,150811834,1,11428200.0,54.4,22.1,,6.17,5,0,1.0,0.0,0.0,2,17,1.0,75.0
5208,150938618,3,11500000.0,68.9,44.2,7.8,7.25,7,1,0.0,1.0,1.0,13,16,0.0,75.0
5209,143802238,2,11800000.0,53.0,28.3,9,6.89,10,1,1.0,1.0,1.0,19,23,0.0,75.0
5210,150480526,3,12047630.0,74.8,42.2,11.2,6.33,3,0,1.0,0.0,1.0,2,23,1.0,75.0
5211,150493283,2,12099999.0,51.1,26.6,,6.17,5,0,1.0,0.0,0.0,5,17,1.0,75.0
5212,148643897,1,5699000.0,39.0,20,10,14.24,15,1,0.0,1.0,1.0,12,14,0.0,76.0
5213,149578865,1,5630100.0,38.3,33.1,,11.03,14,1,0.0,0.0,1.0,4,16,0.0,76.0
5214,150541171,студия в ЖК«ВЛюблино»,3358428.0,23.4,13.1,,12.52,2,0,1.0,0.0,1.0,3,17,1.0,76.0
5215,147904802,студия в ЖК«ВЛюблино»,3401857.0,23.0,13.2,,12.52,2,0,1.0,0.0,1.0,7,17,1.0,76.0
5216,147904754,студия в ЖК«ВЛюблино»,3417845.0,23.3,13.1,,12.52,2,0,1.0,0.0,1.0,7,17,1.0,76.0
5217,147904787,студия в ЖК«ВЛюблино»,3431174.0,23.1,13.2,,12.52,2,0,1.0,0.0,1.0,11,17,1.0,76.0
5218,147904795,студия в ЖК«ВЛюблино»,3436755.0,23.1,13.2,,12.52,2,0,1.0,0.0,1.0,12,17,1.0,76.0
5219,147904858,студия в ЖК«ВЛюблино»,3480212.0,23.4,13.1,,12.52,2,0,1.0,0.0,1.0,16,17,1.0,76.0
5220,147904806,студия в ЖК«ВЛюблино»,3514645.0,25.5,14.1,,12.52,2,0,1.0,0.0,1.0,3,17,1.0,76.0
5221,147904908,студия в ЖК«ВЛюблино»,3618550.0,24.7,14.1,,12.52,2,0,1.0,0.0,1.0,7,17,1.0,76.0
5222,147904820,студия в ЖК«ВЛюблино»,3641768.0,25.2,14.1,,12.52,2,0,1.0,0.0,1.0,17,17,1.0,76.0
5223,147904827,студия в ЖК«ВЛюблино»,3649065.0,24.2,17.2,,12.52,2,0,1.0,0.0,1.0,16,17,1.0,76.0
5224,147904873,студия в ЖК«ВЛюблино»,3660540.0,25.4,14,,12.52,2,0,1.0,0.0,1.0,15,17,1.0,76.0
5225,147904805,студия в ЖК«ВЛюблино»,3912228.0,29.9,17.5,,12.52,2,0,1.0,0.0,1.0,2,17,1.0,76.0
5226,147904690,студия в ЖК«ВЛюблино»,3942144.0,28.3,16.8,,12.52,2,0,1.0,0.0,1.0,6,17,1.0,76.0
5227,147904712,студия в ЖК«ВЛюблино»,4061594.0,29.0,16.8,,12.52,2,0,1.0,0.0,1.0,7,17,1.0,76.0
5228,47037267,1,4367904.0,31.6,13.0,8.3,12.52,2,0,1.0,0.0,1.0,14,17,1.0,76.0
5229,47040642,1,4465500.0,32.5,13.0,8.1,12.52,2,0,1.0,0.0,1.0,13,17,1.0,76.0
5230,47041082,1,4476234.0,32.5,13.8,8.3,12.52,2,0,1.0,0.0,1.0,14,17,1.0,76.0
5231,47699512,1,4478064.0,32.2,12,11.1,12.52,2,0,1.0,0.0,1.0,9,17,1.0,76.0
5232,47040622,1,4540904.0,32.8,13.0,8.4,12.52,2,0,1.0,0.0,1.0,17,17,1.0,76.0
5233,47041802,1,4637513.0,37.5,14.1,13.8,12.52,2,0,1.0,0.0,1.0,2,17,1.0,76.0
5234,47042597,1,4647552.0,38.2,15.0,13.7,12.52,2,0,1.0,0.0,1.0,2,17,1.0,76.0
5235,47038567,1,4690400.0,36.1,14.1,13.1,12.52,2,0,1.0,0.0,1.0,3,17,1.0,76.0
5236,47037832,1,4695600.0,36.4,18.0,11.3,12.52,2,0,1.0,0.0,1.0,6,17,1.0,76.0
5237,47037062,1,4735918.0,35.3,13.6,12.5,12.52,2,0,1.0,0.0,1.0,5,17,1.0,76.0
5238,47037897,1,4738500.0,36.5,18.0,11.3,12.52,2,0,1.0,0.0,1.0,13,17,1.0,76.0
5239,47043407,1,4757904.0,35.7,14.1,12.6,12.52,2,0,1.0,0.0,1.0,9,17,1.0,76.0
5240,150587606,1,4499000.0,35.0,19,11,14.45,5,0,0.0,1.0,1.0,9,14,0.0,76.0
5241,148643897,1,5699000.0,39.0,20,10,14.24,15,1,0.0,1.0,1.0,12,14,0.0,76.0
5242,150541171,студия в ЖК«ВЛюблино»,3358428.0,23.4,13.1,,12.52,2,0,1.0,0.0,1.0,3,17,1.0,76.0
5243,47039077,1,4759236.0,35.7,14.1,12.6,12.52,2,0,1.0,0.0,1.0,8,17,1.0,76.0
5244,47041837,1,4777200.0,36.0,14.0,13.1,12.52,2,0,1.0,0.0,1.0,9,17,1.0,76.0
5245,47637747,1,4791204.0,36.0,15.3,10.0,12.52,2,0,1.0,0.0,1.0,5,17,1.0,76.0
5246,149444657,1,4800000.0,31.0,17,6,9.88,17,1,1.0,1.0,0.0,3,5,0.0,76.0
5247,149701434,1,4800000.0,33.0,19,8,10.95,5,1,0.0,0.0,0.0,3,9,0.0,76.0
5248,47043422,1,4803018.0,35.8,14.1,12.8,12.52,2,0,1.0,0.0,1.0,11,17,1.0,76.0
5249,47039127,1,4804360.0,35.8,14.1,12.6,12.52,2,0,1.0,0.0,1.0,14,17,1.0,76.0
5250,47040072,1,4806100.0,37.0,14.1,11.0,12.52,2,0,1.0,0.0,1.0,7,17,1.0,76.0
5251,47038622,1,4811184.0,36.1,17.3,11.0,12.52,2,0,1.0,0.0,1.0,5,17,1.0,76.0
5252,47037752,1,4816512.0,36.2,14.1,13.0,12.52,2,0,1.0,0.0,1.0,8,17,1.0,76.0
5253,47043547,1,4835226.0,36.0,14.1,13.0,12.52,2,0,1.0,0.0,1.0,13,17,1.0,76.0
5254,47042207,1,4862066.0,36.2,14.1,13.1,12.52,2,0,1.0,0.0,1.0,12,17,1.0,76.0
5255,47039842,1,4863408.0,36.2,14.1,13.1,12.52,2,0,1.0,0.0,1.0,13,17,1.0,76.0
5256,47037417,1,4873169.0,36.9,14.0,11.2,12.52,2,0,1.0,0.0,1.0,16,17,1.0,76.0
5257,47042647,1,4882800.0,37.6,15.0,13.0,12.52,2,0,1.0,0.0,1.0,7,17,1.0,76.0
5258,150438803,1,4890000.0,32.0,31,,10.26,11,1,1.0,1.0,1.0,3,5,0.0,76.0
5259,149278914,1,4900000.0,32.0,18,6,10.26,18,1,1.0,0.0,1.0,3,5,0.0,76.0
5260,149437843,2,4900000.0,43.0,28,6,9.88,15,1,1.0,1.0,1.0,5,5,0.0,76.0
5261,150613073,1,4900000.0,31.0,19,6,10.98,9,1,1.0,1.0,1.0,5,5,0.0,76.0
5262,47041862,1,4908163.0,36.0,15.3,10.0,12.52,2,0,1.0,0.0,1.0,11,17,1.0,76.0
5263,149478885,1,5000000.0,40.0,20,9,13.43,15,1,0.0,1.0,1.0,2,7,0.0,76.0
5264,149390107,1,5100000.0,35.6,16,9.5,13.29,15,1,0.0,1.0,0.0,4,14,0.0,76.0
5265,150916284,2,5100000.0,40.0,27.5,6,11.38,2,1,1.0,0.0,1.0,5,5,0.0,76.0
5266,49229114,1,5100000.0,36.0,14.4,9.2,13.46,20,1,0.0,0.0,0.0,3,12,0.0,76.0
5267,140232954,2,5100000.0,45.0,30,6,14.68,15,0,0.0,0.0,1.0,5,5,0.0,76.0
5268,149578865,1,5630100.0,38.3,33.1,,11.03,14,1,0.0,0.0,1.0,4,16,0.0,76.0
5269,149578993,1,5674200.0,38.6,33.1,,11.03,14,1,0.0,0.0,1.0,6,14,0.0,76.0
5270,150541171,студия в ЖК«ВЛюблино»,3358428.0,23.4,13.1,,12.52,2,0,1.0,0.0,1.0,3,17,1.0,76.0
5271,148272159,1,5200000.0,40.0,21,9,13.62,15,1,0.0,1.0,1.0,3,8,0.0,76.0
5272,150696652,1,5300000.0,39.0,20,10.5,13.36,15,1,0.0,0.0,1.0,16,22,0.0,76.0
5273,150891586,1,5300000.0,38.3,20,8.5,9.76,10,1,0.0,1.0,1.0,13,16,0.0,76.0
5274,32905018,1,5300000.0,39.0,20,8,10.73,5,1,0.0,1.0,1.0,17,17,0.0,76.0
5275,148804944,1,5300000.0,38.4,20,10,13.07,16,1,0.0,1.0,1.0,16,18,0.0,76.0
5276,12166135,2,5350000.0,43.0,31,6,9.98,5,0,1.0,1.0,1.0,5,5,0.0,76.0
5277,149647982,1,5400000.0,38.0,17.5,9,14.37,5,0,0.0,1.0,1.0,2,14,0.0,76.0
5278,150070357,2,5400000.0,44.0,29,6,10.26,12,1,1.0,0.0,1.0,4,5,0.0,76.0
5279,146763686,1,5450000.0,39.0,18,8,12.56,12,1,1.0,0.0,1.0,21,25,0.0,76.0
5280,148954644,1,5500000.0,40.9,20.7,8.4,13.56,7,0,0.0,0.0,1.0,5,14,0.0,76.0
5281,138142396,1,5500000.0,39.0,18,12,11.07,16,1,0.0,0.0,0.0,5,17,0.0,76.0
5282,150223546,1,5600000.0,38.3,20.5,9,13.47,7,0,0.0,0.0,1.0,6,8,0.0,76.0
5283,149847977,1,5750000.0,40.0,21,9,12.15,14,1,0.0,0.0,1.0,11,14,0.0,76.0
5284,149417804,1,5800000.0,37.0,18,7,11.91,6,1,0.0,1.0,1.0,8,12,0.0,76.0
5285,150114385,1,5800000.0,40.0,20,12,11.07,10,1,0.0,1.0,0.0,1,17,0.0,76.0
5286,147907949,1,5800000.0,38.4,20.7,9,13.34,15,1,0.0,1.0,1.0,9,14,0.0,76.0
5287,149603550,1,5900000.0,40.0,20,12,11.07,10,1,0.0,1.0,0.0,1,17,0.0,76.0
5288,147904832,2,5905890.0,46.7,34.6,,12.52,2,0,1.0,0.0,1.0,12,17,1.0,76.0
5289,150891728,1,6000000.0,30.1,18,,11.44,5,1,1.0,1.0,0.0,3,5,0.0,76.0
5290,147351700,1,6100000.0,39.0,19,11,13.88,5,0,0.0,1.0,1.0,14,19,0.0,76.0
5291,36922696,2,6100000.0,43.0,31.7,6,10.99,7,1,0.0,1.0,1.0,3,5,0.0,76.0
5292,150191363,1,6100000.0,38.0,17.5,8.1,12.61,17,1,0.0,0.0,1.0,19,25,0.0,76.0
5293,47038777,2,6194079.0,46.2,24.5,9.9,12.52,2,0,1.0,0.0,1.0,6,17,1.0,76.0
5294,149611555,1,6200000.0,39.6,21.3,8.5,11.0,10,1,0.0,0.0,1.0,3,14,0.0,76.0
5295,147080161,2,6250000.0,45.0,34,6,10.64,10,1,0.0,0.0,1.0,4,5,0.0,76.0
5296,150110851,2,5323492.0,41.4,27.6,5.3,9.83,20,1,1.0,0.0,0.0,7,25,1.0,77.0
5297,148938553,1,3646633.0,26.8,18.5,,9.83,20,1,1.0,0.0,0.0,10,32,1.0,77.0
5298,150631411,2,8900000.0,57.6,33.7,10.1,12.35,14,1,0.0,1.0,1.0,11,17,0.0,77.0
5299,149505553,1,3771963.0,26.8,18.5,,9.83,20,1,1.0,0.0,0.0,21,32,1.0,77.0
5300,150608469,1,3891808.0,28.1,20.2,,9.83,20,1,1.0,0.0,0.0,11,32,1.0,77.0
5301,148974787,1,3896080.0,30.9,15.6,6,9.67,,,1.0,0.0,0.0,25,32,1.0,77.0
5302,148938257,1,4137714.0,30.9,21.9,,9.83,20,1,1.0,0.0,0.0,25,32,1.0,77.0
5303,148938234,1,4197695.0,32.0,21.9,,9.83,20,1,1.0,0.0,0.0,19,32,1.0,77.0
5304,148938244,1,4336588.0,31.4,21.9,,9.83,20,1,1.0,0.0,0.0,30,32,1.0,77.0
5305,148030528,1,4373268.0,31.5,21.9,,9.83,20,1,1.0,0.0,0.0,19,32,1.0,77.0
5306,150802195,1,4488729.0,37.1,14.7,12.0,9.83,20,1,1.0,0.0,0.0,9,32,1.0,77.0
5307,150791528,1,4515807.0,33.5,22.7,,9.83,20,1,1.0,0.0,0.0,2,6,1.0,77.0
5308,148938122,1,4579681.0,37.5,13.7,14.6,9.83,20,1,1.0,0.0,0.0,6,32,1.0,77.0
5309,148938079,1,4584684.0,37.0,12.9,14.0,9.83,20,1,1.0,0.0,0.0,19,32,1.0,77.0
5310,148030559,1,4617902.0,30.9,21.9,,9.83,20,1,1.0,0.0,0.0,30,32,1.0,77.0
5311,148030557,1,4660214.0,31.4,21.9,,9.83,20,1,1.0,0.0,0.0,30,32,1.0,77.0
5312,148938693,1,4669925.0,36.3,14.7,12.0,9.83,20,1,1.0,0.0,0.0,23,32,1.0,77.0
5313,148817203,1,4700000.0,32.3,17.6,7,9.74,7,0,0.0,0.0,1.0,10,12,0.0,77.0
5314,51114428,1,4777814.0,36.5,12.9,14.0,9.83,20,1,1.0,0.0,0.0,24,32,1.0,77.0
5315,148938516,1,4781738.0,36.3,14.7,12.0,9.83,20,1,1.0,0.0,0.0,26,32,1.0,77.0
5316,140729115,1,4800000.0,34.0,19,,10.41,15,1,0.0,1.0,0.0,6,9,0.0,77.0
5317,149251930,1,4850000.0,33.0,19,7,9.84,7,0,0.0,1.0,0.0,9,9,0.0,77.0
5318,150325836,1,4850000.0,33.0,19,7,10.43,15,1,0.0,1.0,0.0,5,9,0.0,77.0
5319,148938585,1,4890858.0,36.6,13.7,14.6,9.83,20,1,1.0,0.0,0.0,26,32,1.0,77.0
5320,148886450,1,5000000.0,40.0,20,10,12.27,11,1,0.0,0.0,0.0,1,14,0.0,77.0
5321,149685742,1,5013825.0,37.0,12.9,14.0,9.83,20,1,1.0,0.0,0.0,19,32,1.0,77.0
5322,148692598,1,5063853.0,37.1,14.7,12.0,9.83,20,1,1.0,0.0,0.0,11,32,1.0,77.0
5323,149946280,1,5070000.0,39.0,21,8.5,10.18,15,1,0.0,1.0,0.0,2,12,0.0,77.0
5324,150798271,3,14900000.0,84.0,48,10,11.76,2,1,0.0,1.0,1.0,7,17,0.0,77.0
5325,150108950,2,8180000.0,59.0,33,10,12.69,15,1,0.0,1.0,1.0,14,17,0.0,77.0
5326,150935919,1,2800000.0,17.1,12.1,2,10.43,22,1,0.0,0.0,0.0,1,9,0.0,77.0
5327,150010162,1,5200000.0,38.0,19,8,12.1,10,1,0.0,1.0,0.0,3,17,0.0,77.0
5328,149959256,1,5200000.0,38.5,19.2,8.5,10.81,13,1,0.0,0.0,1.0,17,17,0.0,77.0
5329,150927271,1,5248600.0,37.5,12.5,16.5,9.83,20,1,1.0,0.0,0.0,18,32,1.0,77.0
5330,4092049,1,5300000.0,40.0,22,10,9.97,3,0,0.0,1.0,0.0,3,12,0.0,77.0
5331,148030546,1,5359409.0,36.3,14.7,12.0,9.83,20,1,1.0,0.0,0.0,27,32,1.0,77.0
5332,148938449,1,5395665.0,39.8,17.2,11.8,9.83,20,1,1.0,0.0,0.0,6,6,1.0,77.0
5333,148974574,1,5396520.0,44.6,22.9,13.2,9.67,,,1.0,0.0,0.0,16,25,1.0,77.0
5334,141077644,1,5400000.0,40.0,21,9,10.78,10,1,0.0,0.0,0.0,2,14,0.0,77.0
5335,148938323,2,5405810.0,39.1,27.6,5.3,9.83,20,1,1.0,0.0,0.0,25,25,1.0,77.0
5336,149266247,1,5500000.0,40.6,19,7.5,12.78,15,1,0.0,1.0,1.0,10,17,0.0,77.0
5337,148938324,1,5540495.0,42.3,20.7,13.5,9.83,20,1,1.0,0.0,0.0,25,25,1.0,77.0
5338,149391841,1,5550000.0,40.0,21,9,10.88,7,1,0.0,1.0,1.0,14,14,0.0,77.0
5339,150286945,1,5590000.0,39.0,19.3,7.3,12.96,20,0,0.0,0.0,1.0,10,12,0.0,77.0
5340,149933276,1,5600000.0,39.5,19.2,8.5,12.1,7,1,0.0,1.0,1.0,3,17,0.0,77.0
5341,143300055,1,5650000.0,38.0,20,8.1,12.43,8,1,0.0,1.0,0.0,1,17,0.0,77.0
5342,148409678,2,5650000.0,44.0,28,6,10.65,15,1,0.0,1.0,0.0,9,9,0.0,77.0
5343,150423764,1,5660000.0,37.6,19,8.5,10.51,25,1,0.0,0.0,1.0,16,16,0.0,77.0
5344,144167314,1,5700000.0,40.0,20,8,13.04,13,1,1.0,1.0,1.0,7,14,0.0,77.0
5345,150464803,1,5700000.0,36.0,15,10.5,13.05,29,1,0.0,1.0,1.0,4,10,0.0,77.0
5346,49229776,1,5800000.0,38.5,19,8,10.93,10,1,0.0,0.0,1.0,17,17,0.0,77.0
5347,149627183,1,5800000.0,38.0,19,7.5,12.72,15,1,0.0,1.0,1.0,13,14,0.0,77.0
5348,150177139,1,5900000.0,39.5,20,9,11.32,13,1,0.0,1.0,1.0,4,17,0.0,77.0
5349,149036532,2,5906963.0,41.9,22.3,9.7,9.83,20,1,1.0,0.0,0.0,5,9,1.0,77.0
5350,147997912,1,5909734.0,42.3,20.7,13.5,9.83,20,1,1.0,0.0,0.0,24,25,1.0,77.0
5351,148938628,2,5958374.0,47.3,25.5,12.4,9.83,20,1,1.0,0.0,0.0,7,25,1.0,77.0
5352,150935919,1,2800000.0,17.1,12.1,2,10.43,22,1,0.0,0.0,0.0,1,9,0.0,77.0
5353,150631411,2,8900000.0,57.6,33.7,10.1,12.35,14,1,0.0,1.0,1.0,11,17,0.0,77.0
5354,150798271,3,14900000.0,84.0,48,10,11.76,2,1,0.0,1.0,1.0,7,17,0.0,77.0
5355,140865629,1,5990000.0,39.0,20,9,11.18,5,1,0.0,0.0,0.0,1,17,0.0,77.0
5356,15873616,1,6000000.0,38.2,19,8.6,12.19,7,1,0.0,0.0,0.0,2,10,0.0,77.0
5357,150915333,1,6000000.0,39.0,18,8,11.51,14,1,0.0,0.0,1.0,15,17,0.0,77.0
5358,143874103,1,6000000.0,38.0,19,8,12.81,13,1,0.0,0.0,1.0,3,12,0.0,77.0
5359,148938382,2,6036278.0,44.7,23.0,9.6,9.83,20,1,1.0,0.0,0.0,24,25,1.0,77.0
5360,147997918,2,6046226.0,41.4,27.6,5.3,9.83,20,1,1.0,0.0,0.0,19,25,1.0,77.0
5361,149920002,1,6050000.0,39.0,19,8,12.35,12,1,0.0,1.0,1.0,11,14,0.0,77.0
5362,148636752,1,6100000.0,38.6,19.1,8,12.5,15,1,0.0,0.0,1.0,5,12,0.0,77.0
5363,150849816,2,6121500.0,44.5,28.3,6.8,9.83,20,1,1.0,0.0,0.0,6,9,1.0,77.0
5364,147404592,1,6130000.0,38.0,19,8,12.67,15,1,0.0,1.0,1.0,11,17,0.0,77.0
5365,150675740,1,6150000.0,43.5,20,11,13.09,20,1,0.0,0.0,1.0,17,17,0.0,77.0
5366,149505486,2,6192414.0,46.9,25.5,12.4,9.83,20,1,1.0,0.0,0.0,15,25,1.0,77.0
5367,20090531,1,6200000.0,37.0,19,8,13.12,5,0,0.0,1.0,1.0,11,12,0.0,77.0
5368,148938389,2,6204754.0,60.7,36.1,10.2,9.83,20,1,1.0,0.0,0.0,5,32,1.0,77.0
5369,148745347,2,6286140.0,44.7,23.0,9.6,9.83,20,1,1.0,0.0,0.0,25,25,1.0,77.0
5370,149367722,1,6299000.0,39.0,20,8,12.5,18,1,0.0,0.0,1.0,6,12,0.0,77.0
5371,150838424,1,6300000.0,38.1,18,8,11.5,3,1,0.0,1.0,1.0,9,17,0.0,77.0
5372,150438314,1,6300000.0,37.4,19,7.5,12.87,16,1,0.0,0.0,1.0,4,17,0.0,77.0
5373,150423461,1,6300000.0,39.0,21,9,12.14,10,1,0.0,1.0,1.0,5,17,0.0,77.0
5374,148974667,2,6349333.0,51.8,25.8,12.5,9.67,,,1.0,0.0,0.0,21,32,1.0,77.0
5375,150312513,1,6389000.0,38.8,20.8,8.5,12.19,7,1,0.0,1.0,1.0,11,12,0.0,77.0
5376,150585873,1,6400000.0,39.0,19,8,12.11,5,1,0.0,0.0,1.0,9,10,0.0,77.0
5377,150658395,1,6500000.0,40.0,18.9,10.3,12.73,6,1,0.0,0.0,1.0,24,24,0.0,77.0
5378,149499376,1,6500000.0,39.0,19.2,8.5,12.08,5,1,0.0,1.0,1.0,15,17,0.0,77.0
5379,150646716,1,6500000.0,45.0,20,11,13.09,15,1,0.0,0.0,1.0,9,17,0.0,77.0
5380,144019858,1,3814200.0,32.6,15.6,7,22.69,,,0.0,0.0,1.0,7,17,0.0,78.0
5381,150685073,2,5260500.0,50.1,27.7,9.8,22.85,20,0,0.0,0.0,1.0,17,17,1.0,78.0
5382,150469698,1,4187992.0,38.5,,,22.81,15,0,0.0,0.0,1.0,2,17,1.0,78.0
5383,149468349,1,3599999.0,32.5,15.6,7,22.77,,,0.0,0.0,1.0,7,7,0.0,78.0
